qs1_elapsed,qs2_elapsed,qs3_elapsed,qs4_elapsed,qs5_elapsed,merge_elapsed,partition_elapsed
0.0005238056182861328,0.0008311271667480469,0.000621795654296875,0.0004801750183105469,0.0004971027374267578,0.00045108795166015625,0.0004131793975830078
0.000492095947265625,0.0005481243133544922,0.0006248950958251953,0.0005168914794921875,0.0003650188446044922,0.0004029273986816406,0.0003859996795654297
0.00047898292541503906,0.0005509853363037109,0.0005352497100830078,0.00043272972106933594,0.00040912628173828125,0.00038909912109375,0.0004360675811767578
0.0005440711975097656,0.0005440711975097656,0.0006191730499267578,0.00042700767517089844,0.0004417896270751953,0.0004277229309082031,0.0006389617919921875
0.0006577968597412109,0.0005609989166259766,0.0004992485046386719,0.00043964385986328125,0.00042510032653808594,0.0003879070281982422,0.0003941059112548828
0.0005218982696533203,0.0004973411560058594,0.0006411075592041016,0.0004222393035888672,0.0006730556488037109,0.0006768703460693359,0.0006749629974365234
0.0005900859832763672,0.0005991458892822266,0.0007450580596923828,0.0004031658172607422,0.0004038810729980469,0.0012421607971191406,0.0016520023345947266
0.0006289482116699219,0.0005979537963867188,0.0005428791046142578,0.00040602684020996094,0.00041413307189941406,0.00037384033203125,0.000370025634765625
0.0005011558532714844,0.0006830692291259766,0.0005791187286376953,0.0004248619079589844,0.00038814544677734375,0.0003859996795654297,0.0003750324249267578
0.0005130767822265625,0.0005388259887695312,0.0005140304565429688,0.0003669261932373047,0.00038814544677734375,0.00038123130798339844,0.0003991127014160156
0.0005550384521484375,0.00054931640625,0.0005500316619873047,0.0003829002380371094,0.0004398822784423828,0.0004239082336425781,0.0004010200500488281
0.0005910396575927734,0.0005660057067871094,0.0006251335144042969,0.0004191398620605469,0.0003733634948730469,0.0003898143768310547,0.00038814544677734375
0.0005183219909667969,0.0005168914794921875,0.0004990100860595703,0.0003848075866699219,0.0007257461547851562,0.0003879070281982422,0.0004429817199707031
0.0005590915679931641,0.0006461143493652344,0.0010607242584228516,0.0004038810729980469,0.000514984130859375,0.00038886070251464844,0.00038623809814453125
0.0004820823669433594,0.0005621910095214844,0.0004649162292480469,0.0004341602325439453,0.0004360675811767578,0.0003769397735595703,0.0003819465637207031
0.00043320655822753906,0.0005128383636474609,0.0005249977111816406,0.00040912628173828125,0.0003871917724609375,0.0003800392150878906,0.0003867149353027344
0.00046181678771972656,0.0006999969482421875,0.0005681514739990234,0.0003910064697265625,0.0004208087921142578,0.0004286766052246094,0.00038504600524902344
0.0005340576171875,0.0004761219024658203,0.0005230903625488281,0.0003998279571533203,0.0003840923309326172,0.000370025634765625,0.0003590583801269531
0.0004730224609375,0.00046896934509277344,0.0006020069122314453,0.0003859996795654297,0.00036215782165527344,0.0003578662872314453,0.0003631114959716797
0.00046706199645996094,0.00047326087951660156,0.0005159378051757812,0.00041604042053222656,0.0003631114959716797,0.0003910064697265625,0.0003540515899658203
0.0004630088806152344,0.0005090236663818359,0.0005350112915039062,0.0004138946533203125,0.00035572052001953125,0.0003769397735595703,0.00035572052001953125
0.0005257129669189453,0.0005691051483154297,0.0005629062652587891,0.00039005279541015625,0.0003848075866699219,0.00039196014404296875,0.0003600120544433594
0.0004260540008544922,0.0005309581756591797,0.0004730224609375,0.00039005279541015625,0.0003960132598876953,0.0003724098205566406,0.0003619194030761719
0.0005559921264648438,0.0004830360412597656,0.0004649162292480469,0.00037288665771484375,0.00040793418884277344,0.00036907196044921875,0.0003561973571777344
0.0004248619079589844,0.0004410743713378906,0.0004749298095703125,0.0003693103790283203,0.0003688335418701172,0.0003781318664550781,0.0003490447998046875
0.0005221366882324219,0.0005338191986083984,0.00043010711669921875,0.0004260540008544922,0.0003859996795654297,0.0003631114959716797,0.00035309791564941406
0.0005121231079101562,0.00047779083251953125,0.0004818439483642578,0.0004017353057861328,0.0004558563232421875,0.0003600120544433594,0.0003509521484375
0.0004832744598388672,0.0005939006805419922,0.0004951953887939453,0.0003650188446044922,0.00043892860412597656,0.00036406517028808594,0.0003571510314941406
0.0004611015319824219,0.0005490779876708984,0.0005359649658203125,0.0003981590270996094,0.0004391670227050781,0.0003757476806640625,0.00035500526428222656
0.0005161762237548828,0.000492095947265625,0.0005629062652587891,0.0004470348358154297,0.00041985511779785156,0.00036597251892089844,0.00035500526428222656
0.0005130767822265625,0.0005297660827636719,0.0005228519439697266,0.00035881996154785156,0.0004379749298095703,0.0003781318664550781,0.0003490447998046875
0.0005099773406982422,0.0005528926849365234,0.0006127357482910156,0.00042891502380371094,0.0004570484161376953,0.0003688335418701172,0.00035190582275390625
0.0005211830139160156,0.00048089027404785156,0.0005450248718261719,0.0004029273986816406,0.0004429817199707031,0.00036597251892089844,0.00035309791564941406
0.0005078315734863281,0.0005490779876708984,0.0005650520324707031,0.0003688335418701172,0.0004210472106933594,0.0003581047058105469,0.00034880638122558594
0.0005040168762207031,0.0004889965057373047,0.0005509853363037109,0.00036907196044921875,0.0003502368927001953,0.0003540515899658203,0.00035309791564941406
0.0004937648773193359,0.0005021095275878906,0.0005419254302978516,0.0004260540008544922,0.0004870891571044922,0.00036597251892089844,0.0003528594970703125
0.0005161762237548828,0.0005609989166259766,0.00047326087951660156,0.0003750324249267578,0.0004010200500488281,0.0003688335418701172,0.0003561973571777344
0.000408172607421875,0.0004961490631103516,0.0005297660827636719,0.0003998279571533203,0.0003898143768310547,0.0004458427429199219,0.000453948974609375
0.0005068778991699219,0.0005459785461425781,0.000492095947265625,0.0004489421844482422,0.0003819465637207031,0.0003681182861328125,0.00035691261291503906
0.00042700767517089844,0.0004458427429199219,0.00049591064453125,0.00040602684020996094,0.00039505958557128906,0.0003650188446044922,0.0003628730773925781
0.0004940032958984375,0.000492095947265625,0.00047707557678222656,0.0004100799560546875,0.0004401206970214844,0.0003650188446044922,0.00035881996154785156
0.0005886554718017578,0.0005519390106201172,0.0005178451538085938,0.0004069805145263672,0.00037288665771484375,0.0003609657287597656,0.00035691261291503906
0.00047206878662109375,0.00047087669372558594,0.00046515464782714844,0.0004382133483886719,0.0004000663757324219,0.0003619194030761719,0.0003528594970703125
